5	Q0	184837	0	0.9997881650924683	bi_ft_1
5	Q0	154111	1	0.9997738003730774	bi_ft_1
5	Q0	48179	2	0.9997644424438477	bi_ft_1
5	Q0	30320	3	0.9997564554214478	bi_ft_1
5	Q0	175108	4	0.9997508525848389	bi_ft_1
5	Q0	119755	5	0.9997498393058777	bi_ft_1
5	Q0	142995	6	0.9997496604919434	bi_ft_1
5	Q0	153852	7	0.9997445344924927	bi_ft_1
5	Q0	85969	8	0.9997391700744629	bi_ft_1
5	Q0	147751	9	0.9997332096099854	bi_ft_1
5	Q0	92363	10	0.9997259378433228	bi_ft_1
5	Q0	133730	11	0.9997257590293884	bi_ft_1
5	Q0	47717	12	0.9997221231460571	bi_ft_1
5	Q0	77700	13	0.9997178316116333	bi_ft_1
5	Q0	39795	14	0.9997173547744751	bi_ft_1
5	Q0	144233	15	0.9997162818908691	bi_ft_1
5	Q0	47158	16	0.9997135996818542	bi_ft_1
5	Q0	39333	17	0.9997134208679199	bi_ft_1
5	Q0	109279	18	0.999711275100708	bi_ft_1
5	Q0	45105	19	0.9997075796127319	bi_ft_1
5	Q0	141809	20	0.9997071623802185	bi_ft_1
5	Q0	179559	21	0.9997040033340454	bi_ft_1
5	Q0	46861	22	0.9997013211250305	bi_ft_1
5	Q0	74187	23	0.9997009634971619	bi_ft_1
5	Q0	14063	24	0.9997004866600037	bi_ft_1
5	Q0	49257	25	0.9996968507766724	bi_ft_1
5	Q0	180391	26	0.9996967315673828	bi_ft_1
5	Q0	133707	27	0.9996961355209351	bi_ft_1
5	Q0	92538	28	0.9996957778930664	bi_ft_1
5	Q0	53934	29	0.9996949434280396	bi_ft_1
5	Q0	67150	30	0.9996920824050903	bi_ft_1
5	Q0	178573	31	0.9996919631958008	bi_ft_1
5	Q0	42480	32	0.9996912479400635	bi_ft_1
5	Q0	54042	33	0.9996912479400635	bi_ft_1
5	Q0	95933	34	0.9996904134750366	bi_ft_1
5	Q0	133613	35	0.9996903538703918	bi_ft_1
5	Q0	63788	36	0.9996892213821411	bi_ft_1
5	Q0	65988	37	0.9996873140335083	bi_ft_1
5	Q0	21196	38	0.9996856451034546	bi_ft_1
5	Q0	40122	39	0.9996849894523621	bi_ft_1
5	Q0	34494	40	0.99968421459198	bi_ft_1
5	Q0	140487	41	0.9996821284294128	bi_ft_1
5	Q0	148690	42	0.9996813535690308	bi_ft_1
