515	Q0	6185	0	1.2709476947784424	ce_2
515	Q0	518	1	-0.02177323028445244	ce_2
515	Q0	113771	2	-0.10666590929031372	ce_2
515	Q0	12816	3	-0.3512243926525116	ce_2
515	Q0	526	4	-0.5123662948608398	ce_2
515	Q0	37082	5	-0.5455521941184998	ce_2
515	Q0	143307	6	-1.197188377380371	ce_2
515	Q0	6196	7	-1.327681064605713	ce_2
515	Q0	6184	8	-1.3810912370681763	ce_2
515	Q0	7318	9	-1.9208569526672363	ce_2
515	Q0	11363	10	-3.3228182792663574	ce_2
515	Q0	6420	11	-3.531942129135132	ce_2
515	Q0	6658	12	-3.625282049179077	ce_2
515	Q0	8108	13	-3.697753429412842	ce_2
515	Q0	6644	14	-4.997540473937988	ce_2
515	Q0	103417	15	-5.064306259155273	ce_2
515	Q0	149135	16	-5.36556339263916	ce_2
515	Q0	16702	17	-5.36771297454834	ce_2
515	Q0	2506	18	-5.418439865112305	ce_2
515	Q0	152815	19	-5.594582557678223	ce_2
515	Q0	154132	20	-5.655892372131348	ce_2
515	Q0	148600	21	-5.930191516876221	ce_2
515	Q0	20228	22	-6.097024917602539	ce_2
515	Q0	83779	23	-6.298832893371582	ce_2
515	Q0	25368	24	-6.395297050476074	ce_2
515	Q0	1954	25	-6.503608703613281	ce_2
515	Q0	161723	26	-6.54135799407959	ce_2
515	Q0	699	27	-6.635799407958984	ce_2
515	Q0	2512	28	-6.640756607055664	ce_2
515	Q0	3403	29	-6.706633567810059	ce_2
515	Q0	38049	30	-6.837435722351074	ce_2
515	Q0	152111	31	-6.954879283905029	ce_2
515	Q0	6839	32	-7.055754661560059	ce_2
515	Q0	182147	33	-7.116282939910889	ce_2
515	Q0	106634	34	-7.16450309753418	ce_2
515	Q0	25398	35	-7.211742877960205	ce_2
515	Q0	2481	36	-7.239604949951172	ce_2
515	Q0	30794	37	-7.2672576904296875	ce_2
515	Q0	22369	38	-7.272420406341553	ce_2
515	Q0	22515	39	-7.308671951293945	ce_2
515	Q0	38968	40	-7.314861297607422	ce_2
515	Q0	12815	41	-7.558086395263672	ce_2
515	Q0	148601	42	-7.67581844329834	ce_2
515	Q0	3	43	-7.690237045288086	ce_2
515	Q0	118735	44	-7.697475433349609	ce_2
515	Q0	109096	45	-7.698060989379883	ce_2
515	Q0	97797	46	-7.710158824920654	ce_2
515	Q0	83783	47	-7.767428398132324	ce_2
515	Q0	118767	48	-7.802939414978027	ce_2
515	Q0	114627	49	-7.870586395263672	ce_2
515	Q0	124070	50	-7.881348609924316	ce_2
515	Q0	121850	51	-7.932885646820068	ce_2
515	Q0	847	52	-7.985970973968506	ce_2
515	Q0	83781	53	-8.0609130859375	ce_2
515	Q0	115565	54	-8.104724884033203	ce_2
515	Q0	22563	55	-8.135604858398438	ce_2
515	Q0	40549	56	-8.203523635864258	ce_2
515	Q0	26863	57	-8.204788208007812	ce_2
515	Q0	73538	58	-8.272727012634277	ce_2
515	Q0	30262	59	-8.351949691772461	ce_2
515	Q0	44355	60	-8.380658149719238	ce_2
515	Q0	689	61	-8.38201904296875	ce_2
515	Q0	4340	62	-8.384856224060059	ce_2
515	Q0	12849	63	-8.440455436706543	ce_2
515	Q0	5565	64	-8.458305358886719	ce_2
515	Q0	4630	65	-8.460086822509766	ce_2
515	Q0	169093	66	-8.561408996582031	ce_2
515	Q0	9787	67	-8.640379905700684	ce_2
515	Q0	43291	68	-8.668697357177734	ce_2
515	Q0	47233	69	-8.704960823059082	ce_2
515	Q0	59345	70	-8.719467163085938	ce_2
515	Q0	137625	71	-8.740114212036133	ce_2
515	Q0	81819	72	-8.758405685424805	ce_2
515	Q0	107893	73	-8.759441375732422	ce_2
515	Q0	94831	74	-8.7763032913208	ce_2
515	Q0	44439	75	-8.805335998535156	ce_2
515	Q0	4987	76	-8.868078231811523	ce_2
515	Q0	92298	77	-8.950754165649414	ce_2
515	Q0	44336	78	-8.95966911315918	ce_2
515	Q0	35669	79	-8.960068702697754	ce_2
515	Q0	83927	80	-9.021188735961914	ce_2
515	Q0	14434	81	-9.05986499786377	ce_2
515	Q0	5958	82	-9.086533546447754	ce_2
515	Q0	148804	83	-9.12073802947998	ce_2
515	Q0	7007	84	-9.12906265258789	ce_2
515	Q0	49651	85	-9.256664276123047	ce_2
515	Q0	10842	86	-9.258373260498047	ce_2
515	Q0	14296	87	-9.275605201721191	ce_2
515	Q0	39	88	-9.305055618286133	ce_2
515	Q0	11546	89	-9.334425926208496	ce_2
515	Q0	37558	90	-9.356780052185059	ce_2
515	Q0	38320	91	-9.42310905456543	ce_2
515	Q0	101679	92	-9.43928337097168	ce_2
515	Q0	19215	93	-9.571338653564453	ce_2
515	Q0	141847	94	-9.657880783081055	ce_2
515	Q0	83692	95	-9.808390617370605	ce_2
515	Q0	6696	96	-9.85274887084961	ce_2
515	Q0	180805	97	-9.93088150024414	ce_2
515	Q0	9327	98	-10.106719970703125	ce_2
515	Q0	34799	99	-10.33230209350586	ce_2
